Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Dis-ease or Disease? Ontological Rarefaction in the Medical-Industrial Complex","Journal of Medical Humanities","","32","3","10.1007/s10912-011-9137-5","S. Scott Graham","2011","http://link.springer.com/article/10.1007/s10912-011-9137-5","Article"
"The correlation between employee information literacy and employee creativity","Quality & Quantity","","49","1","10.1007/s11135-013-9983-5","Cheng-Ping ChangPei-Chun Hsu","2015","http://link.springer.com/article/10.1007/s11135-013-9983-5","Article"
"Organizational changes in emerging economies: drivers and consequences","Journal of International Business Studies","","37","2","10.1057/palgrave.jibs.8400186","Kevin Zheng ZhouDavid K TseJulie Juan Li","2006","http://link.springer.com/article/10.1057/palgrave.jibs.8400186","Article"
"Preservice teachers’ perspectives on the definition and assessment of creativity and the role of web design in developing creative potential","Education and Information Technologies","","16","2","10.1007/s10639-009-9112-1","Pavlo D. AntonenkoAnn D. Thompson","2011","http://link.springer.com/article/10.1007/s10639-009-9112-1","Article"
"Abstracts of the 47th Annual Meeting of the EASD, Lisbon 2011","Diabetologia","","54","1","10.1007/s00125-011-2276-4","","2011","http://link.springer.com/article/10.1007/s00125-011-2276-4","Article"
"Pas de Deux","Journal of Medical Humanities","","38","1","10.1007/s10912-016-9405-5","Mark Osteen","2017","http://link.springer.com/article/10.1007/s10912-016-9405-5","Article"
"Resilience and adaptation to stress in later life: Empirical perspectives and conceptual implications","Ageing International","","29","3","10.1007/s12126-996-1000-z","Anthony D. Ong Ph.D.C. S. Bergeman Ph.D.","2004","http://link.springer.com/article/10.1007/s12126-996-1000-z","Article"
"Principles for learning and competences in the 21st-century curriculum","PROSPECTS","","44","4","10.1007/s11125-014-9330-1","Clementina AcedoConrad Hughes","2014","http://link.springer.com/article/10.1007/s11125-014-9330-1","Article"
"Mixed Motives and Ethical Decisions in Business","Journal of Business Ethics","","25","1","10.1023/A:1006053706207","Vincent Di NorciaJoyce Tigner Larkins","2000","http://link.springer.com/article/10.1023/A%3A1006053706207","Article"
"Abstracts from the 30th Meeting of the Dysphagia Research Society","Dysphagia","","","","10.1007/s00455-024-10736-9","","2024","http://link.springer.com/article/10.1007/s00455-024-10736-9","Article"
"ACNP 58th Annual Meeting: Poster Session II","Neuropsychopharmacology","","44","1","10.1038/s41386-019-0546-x","","2019","http://link.springer.com/article/10.1038/s41386-019-0546-x","Article"
"Abstracts of the 14th International Congress of the European Geriatric Medicine Society","European Geriatric Medicine","","9","1","10.1007/s41999-018-0097-4","","2018","http://link.springer.com/article/10.1007/s41999-018-0097-4","Article"
"Review of Martha Nussbaum, Not for Profit: Why Democracy Needs the Humanities","Studies in Philosophy and Education","","30","4","10.1007/s11217-011-9249-4","Maughn Rollins Gregory","2011","http://link.springer.com/article/10.1007/s11217-011-9249-4","Article"
"Science-specialist Student-teachers Consider Promoting Technological Design Projects: Contributions of Multi-media Case Methods","Research in Science Education","","33","2","10.1023/A:1025044626451","Larry BenczeJim HewittErminia PedrettiSusan YoonKirk PerrisRoland van Oostveen","2003","http://link.springer.com/article/10.1023/A%3A1025044626451","Article"
"Diagnosis and Treatment of Mild Traumatic Brain Injury (mTBI)","Journal of Health Service Psychology","","45","1","10.1007/BF03544678","Ervin S. Batchelor","2019","http://link.springer.com/article/10.1007/BF03544678","Article"
"How Does Genuineness-Substance (
              Cheng
              -
              Ti
              ) Act?: A Clarification of the Phenomenon of Genuineness Based on
              Zhong Yong","Dao","","20","2","10.1007/s11712-021-09775-y","Yinghua Lu","2021","http://link.springer.com/article/10.1007/s11712-021-09775-y","Article"
"Role of Working Memory and Strategy-Use in Feedback Effects on children’s Progression in Analogy Solving:an Explanatory Item Response Theory Account","International Journal of Artificial Intelligence in Education","","27","3","10.1007/s40593-016-0129-5","Claire E. Stevenson","2017","http://link.springer.com/article/10.1007/s40593-016-0129-5","Article"
"Creativity in the training and practice of instructional designers: the Design/Creativity Loops model","Educational Technology Research and Development","","60","1","10.1007/s11423-011-9216-3","Gregory ClintonBrad Hokanson","2012","http://link.springer.com/article/10.1007/s11423-011-9216-3","Article"
"The interior spatial environment: dynamic 0g environments and human places","Personal and Ubiquitous Computing","","15","5","10.1007/s00779-010-0348-y","Tiiu Poldma","2011","http://link.springer.com/article/10.1007/s00779-010-0348-y","Article"
"15. Deutscher Wirbelsäulenkongress","European Spine Journal","","29","11","10.1007/s00586-020-06630-1","","2020","http://link.springer.com/article/10.1007/s00586-020-06630-1","Article"
"6th World Congress on ADHD: From Child to Adult Disorder","ADHD Attention Deficit and Hyperactivity Disorders","","9","1","10.1007/s12402-017-0224-y","","2017","http://link.springer.com/article/10.1007/s12402-017-0224-y","Article"
"Evaluation of college admissions: a decision tree guide to provide information for improvement","Humanities and Social Sciences Communications","","9","1","10.1057/s41599-022-01413-z","Ying-Sing LiuLiza Lee","2022","http://link.springer.com/article/10.1057/s41599-022-01413-z","Article"
"From entrepreneurship to leadership","The Journal of Technology Transfer","","48","2","10.1007/s10961-022-09956-8","David AudretschJagannadha Pawan Tamvada","2023","http://link.springer.com/article/10.1007/s10961-022-09956-8","Article"
"Are MOOC Learning Analytics Results Trustworthy? With Fake Learners, They Might Not Be!","International Journal of Artificial Intelligence in Education","","29","4","10.1007/s40593-019-00183-1","Giora AlexandronLisa Y. YooJosé A. Ruipérez-ValienteSunbok LeeDavid E. Pritchard","2019","http://link.springer.com/article/10.1007/s40593-019-00183-1","Article"
"Integrating Visual and Verbal Literacies in the Early Childhood Classroom","Early Childhood Education Journal","","27","4","10.1023/B:ECEJ.0000003364.99437.5d","Carolyn Pope EdwardsLinda Mayo Willis","2000","http://link.springer.com/article/10.1023/B%3AECEJ.0000003364.99437.5d","Article"
"Behavior Genetics Association Meeting Abstracts","Behavior Genetics","","31","5","10.1023/A:1017444806050","","2001","http://link.springer.com/article/10.1023/A%3A1017444806050","Article"
"Best-effort adaptation","Annals of Mathematics and Artificial Intelligence","","92","2","10.1007/s10472-023-09917-3","Pranjal AwasthiCorinna CortesMehryar Mohri","2024","http://link.springer.com/article/10.1007/s10472-023-09917-3","Article"
"Eusociality is not a major evolutionary transition, and why that matters","Insectes Sociaux","","71","1","10.1007/s00040-023-00942-3","P. NonacsK. K. Denton","2024","http://link.springer.com/article/10.1007/s00040-023-00942-3","Article"
"Distributed, Physics-Based Control of Swarms of Vehicles","Autonomous Robots","","17","2 - 3","10.1023/B:AURO.0000033970.96785.f2","William M. SpearsDiana F. SpearsJerry C. HamannRodney Heil","2004","http://link.springer.com/article/10.1023/B%3AAURO.0000033970.96785.f2","Article"
"Bioecological Theory, Early Child Development and the Validation of the Population-Level Early Development Instrument","Social Indicators Research","","103","2","10.1007/s11205-011-9842-5","Martin GuhnHillel Goelman","2011","http://link.springer.com/article/10.1007/s11205-011-9842-5","Article"
"A Comparison of Logistic Regression, Classification and Regression Tree, and Neural Networks Models in Predicting Violent Re-Offending","Journal of Quantitative Criminology","","27","4","10.1007/s10940-011-9137-7","Yuan Y. LiuMin YangMalcolm RamsayXiao S. LiJeremy W. Coid","2011","http://link.springer.com/article/10.1007/s10940-011-9137-7","Article"
"A Managerial In-Basket Study of the Impact of Trait Emotions on Ethical Choice","Journal of Business Ethics","","51","3","10.1023/B:BUSI.0000032494.51162.d3","Shane ConnellyWhitney Helton-FauthMichael D. Mumford","2004","http://link.springer.com/article/10.1023/B%3ABUSI.0000032494.51162.d3","Article"
"Perceptions of Board Chair Leadership Effectiveness in Nonprofit and Voluntary Sector Organizations","VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations","","24","3","10.1007/s11266-012-9274-0","Yvonne HarrisonVic MurrayChris Cornforth","2013","http://link.springer.com/article/10.1007/s11266-012-9274-0","Article"
"Generic Multimedia Multimodal Agents Paradigms and Their Dynamic Reconfiguration at the Architectural Level","EURASIP Journal on Advances in Signal Processing","","2004","11","10.1155/S1110865704402212","H. DjenidiS. BenarifA. Ramdane-CherifC. TadjN. Levy","2004","http://link.springer.com/article/10.1155/S1110865704402212","Article"
"Reflections on labor racketeering and interdisciplinary enforcement","Trends in Organized Crime","","9","4","10.1007/s12117-006-1015-6","Robert C. Stewart","2006","http://link.springer.com/article/10.1007/s12117-006-1015-6","Article"
"An Approach to Measuring Cognitive Outcomes Across Higher Education Institutions","Research in Higher Education","","46","3","10.1007/s11162-004-1640-3","Stephen P. KleinGeorge KuhMarc ChunLaura HamiltonRichard Shavelson","2005","http://link.springer.com/article/10.1007/s11162-004-1640-3","Article"
"Modeling agents based on aspiration adaptation theory","Autonomous Agents and Multi-Agent Systems","","24","2","10.1007/s10458-010-9158-x","Avi RosenfeldSarit Kraus","2012","http://link.springer.com/article/10.1007/s10458-010-9158-x","Article"
"Educators Describe the “Best Things” About Students with Autism at School","Journal of Autism and Developmental Disorders","","54","1","10.1007/s10803-022-05761-2","Pat MirendaAnat Zaidman-ZaitKatherine Tombeau CostIsabel M. SmithLonnie ZwaigenbaumEric DukuConnor KernsStelios GeorgiadesTracy VaillancourtMayada ElsabbaghTeresa BennettPeter Szatmari","2024","http://link.springer.com/article/10.1007/s10803-022-05761-2","Article"
"Digital Innovation, Data Analytics, and Supply Chain Resiliency: A Bibliometric-based Systematic Literature Review","Annals of Operations Research","","333","2 - 3","10.1007/s10479-022-04765-6","Anas IftikharImran AliAhmad ArslanShlomo Tarba","2024","http://link.springer.com/article/10.1007/s10479-022-04765-6","Article"
"Codimensional matrix pairing perspective of BYY harmony learning: hierarchy of bilinear systems, joint decomposition of data-covariance, and applications of network biology","Frontiers of Electrical and Electronic Engineering in China","","6","1","10.1007/s11460-011-0135-1","Xu Lei","2011","http://link.springer.com/article/10.1007/s11460-011-0135-1","Article"
"In Search of Indicators of Detective Aptitude: Police Recruits’ Logical Reasoning and Ability to Generate Investigative Hypotheses","Journal of Police and Criminal Psychology","","33","1","10.1007/s11896-017-9231-3","Ivar A. FahsingKarl Ask","2018","http://link.springer.com/article/10.1007/s11896-017-9231-3","Article"
"A resource-based perspective on leader-member exchange: An updated meta-analysis","Asia Pacific Journal of Management","","38","1","10.1007/s10490-018-9594-8","Eko Yi LiaoChun Hui","2021","http://link.springer.com/article/10.1007/s10490-018-9594-8","Article"
"ISNV Meeting Supplement","Journal of NeuroVirology","","18","1","10.1007/s13365-012-0101-6","","2012","http://link.springer.com/article/10.1007/s13365-012-0101-6","Article"
"Cognitive test batteries in animal cognition research: evaluating the past, present and future of comparative psychometrics","Animal Cognition","","20","6","10.1007/s10071-017-1135-1","Rachael C. ShawMartin Schmelz","2017","http://link.springer.com/article/10.1007/s10071-017-1135-1","Article"
"The Personality Assessment Inventory-Antisocial Features (Psychopathy) Scale: Model Fit and Convergent and Discriminant Validity","Journal of Psychopathology and Behavioral Assessment","","42","2","10.1007/s10862-020-09784-w","Kimberly M. SokolowskiBlair D. BatkyJaime L. AndersonAndrea L. GlennRandall T. Salekin","2020","http://link.springer.com/article/10.1007/s10862-020-09784-w","Article"
"Scientific Proceedings (Abstracts) 25th German Cancer Congress","Journal of Cancer Research and Clinical Oncology","","128","1","10.1007/BF01480868","","2002","http://link.springer.com/article/10.1007/BF01480868","Article"
"The differential effects of ecstasy/polydrug use on executive components: shifting, inhibition, updating and access to semantic memory","Psychopharmacology","","182","2","10.1007/s00213-005-0065-9","Catharine MontgomeryJohn E. FiskRussell NewcombePhillip N. Murphy","2005","http://link.springer.com/article/10.1007/s00213-005-0065-9","Article"
"Neuropsychological Aspects of Pediatric Sickle Cell Disease","Neuropsychology Review","","11","4","10.1023/A:1012901124088","Mary C. KralRonald T. BrownGeorge W. Hynd","2001","http://link.springer.com/article/10.1023/A%3A1012901124088","Article"
"Effective and Robust Detection of Adversarial Examples via Benford-Fourier Coefficients","Machine Intelligence Research","","20","5","10.1007/s11633-022-1328-1","Cheng-Cheng MaBao-Yuan WuYan-Bo FanYong ZhangZhi-Feng Li","2023","http://link.springer.com/article/10.1007/s11633-022-1328-1","Article"
"Creativity and Equity: The Legacy of E. Paul Torrance as an Upstander for Gifted Black Males","The Urban Review","","45","4","10.1007/s11256-013-0257-2","Tarek C. Grantham","2013","http://link.springer.com/article/10.1007/s11256-013-0257-2","Article"
"A treatise on order in engineering design research","Research in Engineering Design","","15","3","10.1007/s00163-004-0052-x","Imre Horváth","2004","http://link.springer.com/article/10.1007/s00163-004-0052-x","Article"
"Radical intrapersonal change: three usual suspects, one unusual organizational context","Review of Managerial Science","","","","10.1007/s11846-024-00747-z","Raghid Al HajjJohn G. Vongas","2024","http://link.springer.com/article/10.1007/s11846-024-00747-z","Article"
"Overhead-free Noise-tolerant Federated Learning: A New Baseline","Machine Intelligence Research","","21","3","10.1007/s11633-023-1449-1","Shiyi LinDeming ZhaiFeilong ZhangJunjun JiangXianming LiuXiangyang Ji","2024","http://link.springer.com/article/10.1007/s11633-023-1449-1","Article"
"Reasoning with various kinds of preferences: logic, non-monotonicity, and algorithms","Annals of Operations Research","","163","1","10.1007/s10479-008-0331-4","Souhila KaciLeendert van der Torre","2008","http://link.springer.com/article/10.1007/s10479-008-0331-4","Article"
"Youth Action Research for Prevention: A Multi-level Intervention Designed to Increase Efficacy and Empowerment Among Urban Youth","American Journal of Community Psychology","","43","3 - 4","10.1007/s10464-009-9231-2","Marlene BergEmil ComanJean J. Schensul","2009","http://link.springer.com/article/10.1007/s10464-009-9231-2","Article"
"Towards a New Paradigm for Brain-inspired Computer Vision","Machine Intelligence Research","","19","5","10.1007/s11633-022-1370-z","Xiao-Long ZouTie-Jun HuangSi Wu","2022","http://link.springer.com/article/10.1007/s11633-022-1370-z","Article"
"Towards Interpretable Defense Against Adversarial Attacks via Causal Inference","Machine Intelligence Research","","19","3","10.1007/s11633-022-1330-7","Min RenYun-Long WangZhao-Feng He","2022","http://link.springer.com/article/10.1007/s11633-022-1330-7","Article"
"Promoting an Internal Market-Oriented Culture (IMOC) in Healthcare Services","Journal of Service Science Research","","11","2","10.1007/s12927-019-0008-3","Terje SlåttenGudbrand LienElla LupinaKnut Arne Gravingen","2019","http://link.springer.com/article/10.1007/s12927-019-0008-3","Article"
"Animal Models and Human Neuropsychiatric Disorders","Behavior Genetics","","37","1","10.1007/s10519-006-9117-0","Gene S. Fisch","2007","http://link.springer.com/article/10.1007/s10519-006-9117-0","Article"
"Cultivating the Well-Being of Ph.D. Students in Early Childhood Education Through Mindfulness","Early Childhood Education Journal","","","","10.1007/s10643-024-01752-3","Qianyi GaoAnna HallGrace Bache-WiigAudry Christine Counts-DavisMorohunkeji OrijaLauretta Osho","2024","http://link.springer.com/article/10.1007/s10643-024-01752-3","Article"
"Forecasting hourly PM10 concentration in Cyprus through artificial neural networks and multiple regression models: implications to local environmental management","Environmental Science and Pollution Research","","18","2","10.1007/s11356-010-0375-2","Anastasia K. PaschalidouSpyridon KarakitsiosSavvas KleanthousPavlos A. Kassomenos","2011","http://link.springer.com/article/10.1007/s11356-010-0375-2","Article"
"Micro-level product-market dynamics: Shared knowledge and its relationship to market development","Journal of the Academy of Marketing Science","","33","2","10.1177/0092070304269839","José Antonio RosaJelena Spanjol","2005","http://link.springer.com/article/10.1177/0092070304269839","Article"
"Uprooting CEEDD","Science-Business eXchange","","6","23","10.1038/scibx.2013.565","Senior Editor C. Simone Fishburn","2013","http://link.springer.com/article/10.1038/scibx.2013.565","Article"
"From ``Computers in the Classroom'' to Mindful Radical Adaptation by Education Systems to the Emerging Cyber Culture","Journal of Educational Change","","1","4","10.1023/A:1010082722912","Aharon Aviram","2000","http://link.springer.com/article/10.1023/A%3A1010082722912","Article"
"Trying on and Trying Out: Participatory Action Research as a Tool for Literacy and Identity Work in Middle Grades Classrooms","American Journal of Community Psychology","","46","1 - 2","10.1007/s10464-010-9319-8","Katie Van Sluys","2010","http://link.springer.com/article/10.1007/s10464-010-9319-8","Article"
"SRI 2021: Scientific Abstracts","Reproductive Sciences","","28","1","10.1007/s43032-021-00654-8","","2021","http://link.springer.com/article/10.1007/s43032-021-00654-8","Article"
"Abstracts of the Proceedings of the XVIIth Congress of the European Society for Stereotactic and Functional Neurosurgery (ESSFN), Montreux, Switzerland, October 4–7, 2006","Acta Neurochirurgica","","148","10","10.1007/s00701-006-0874-6","","2006","http://link.springer.com/article/10.1007/s00701-006-0874-6","Article"
"The Birth of a New Paradigm: Rethinking Education and School Leadership with a Metamodern ‘Lens’","Studies in Philosophy and Education","","39","5","10.1007/s11217-019-09690-z","Gokhan KilicogluDerya Kilicoglu","2020","http://link.springer.com/article/10.1007/s11217-019-09690-z","Article"
"SPR 2020","Pediatric Radiology","","50","1","10.1007/s00247-020-04679-0","","2020","http://link.springer.com/article/10.1007/s00247-020-04679-0","Article"
"Data Mining for Improving the Quality of Manufacturing: A Feature Set Decomposition Approach","Journal of Intelligent Manufacturing","","17","3","10.1007/s10845-005-0005-x","Lior RokachOded Maimon","2006","http://link.springer.com/article/10.1007/s10845-005-0005-x","Article"
"Applying Ad-hoc Global Constraints with the 
                
                  
                
                $${\tt case}$$
               Constraint to Still-Life","Constraints","","11","2 - 3","10.1007/s10601-006-8058-9","Kenil C. K. ChengRoland H. C. Yap","2006","http://link.springer.com/article/10.1007/s10601-006-8058-9","Article"
"Will I start an automated driving system? Report on the emotions, cognition, and intention of drivers who experienced real-world conditional automated driving","Cognition, Technology & Work","","24","4","10.1007/s10111-022-00706-2","Zhenhua YuKang JiangZhipeng HuangPing ZhangZhongxiang Feng","2022","http://link.springer.com/article/10.1007/s10111-022-00706-2","Article"
"The human side of animal behavior","The Behavior Analyst","","24","2","10.1007/BF03392026","Kennon A. Lattal","2001","http://link.springer.com/article/10.1007/BF03392026","Article"
"Beliefs About Academic Knowledge","Educational Psychology Review","","13","4","10.1023/A:1011917914756","Michelle M. BuehlPatricia A. Alexander","2001","http://link.springer.com/article/10.1023/A%3A1011917914756","Article"
"Image Mining: Trends and Developments","Journal of Intelligent Information Systems","","19","1","10.1023/A:1015508302797","Wynne HsuMong Li LeeJi Zhang","2002","http://link.springer.com/article/10.1023/A%3A1015508302797","Article"
"ACNP 59th Annual Meeting: Poster Session II","Neuropsychopharmacology","","45","1","10.1038/s41386-020-00891-6","","2020","http://link.springer.com/article/10.1038/s41386-020-00891-6","Article"
"Policing the Gaps: Legitimacy, Special Obligations, and Omissions in Law Enforcement","Criminal Law and Philosophy","","17","2","10.1007/s11572-022-09629-5","Katerina HadjimatheouChristopher Nathan","2023","http://link.springer.com/article/10.1007/s11572-022-09629-5","Article"
"ESMRMB 2017, 34th Annual Scientific Meeting, Barcelona, ES, October 19–October 21: Electronic Posters / Paper Posters / Clinical Review Posters / Software Exhibits","Magnetic Resonance Materials in Physics, Biology and Medicine","","30","1","10.1007/s10334-017-0635-y","","2017","http://link.springer.com/article/10.1007/s10334-017-0635-y","Article"
"Deep Learning Methods for Vibration-Based Structural Health Monitoring: A Review","Iranian Journal of Science and Technology, Transactions of Civil Engineering","","48","4","10.1007/s40996-023-01287-4","Hao WangBaoli WangCaixia Cui","2024","http://link.springer.com/article/10.1007/s40996-023-01287-4","Article"
"How do Individuals with Asperger Syndrome Respond to Nonliteral Language and Inappropriate Requests in Computer-mediated Communication?","Journal of Autism and Developmental Disorders","","35","4","10.1007/s10803-005-5033-z","Gnanathusharan RajendranPeter MitchellHugh Rickards","2005","http://link.springer.com/article/10.1007/s10803-005-5033-z","Article"
"A Synergy Between the Technological Process and a Methodology for Web Design: Implications for Technological Problem Solving and Design","International Journal of Technology and Design Education","","14","3","10.1007/s10798-004-4868-5","Maria JakovljevicPiet AnkiewiczEstelle De swardtElna Gross","2004","http://link.springer.com/article/10.1007/s10798-004-4868-5","Article"
"Including young people with disabilities: Assessment challenges in higher education","Higher Education","","54","3","10.1007/s10734-006-9005-9","Joan HanafinMichael ShevlinMairin KennyEileen Mc Neela","2007","http://link.springer.com/article/10.1007/s10734-006-9005-9","Article"
"A survey of deep learning techniques for machine reading comprehension","Artificial Intelligence Review","","56","2","10.1007/s10462-023-10583-4","Samreen KaziShakeel KhojaAli Daud","2023","http://link.springer.com/article/10.1007/s10462-023-10583-4","Article"
"Developing and validating the charismatic leadership tactics scale: evidence from multi-source questionnaire studies, cognitive and behavioral assessments and a leadership training evaluation","Review of Managerial Science","","","","10.1007/s11846-024-00782-w","Thomas Maran","2024","http://link.springer.com/article/10.1007/s11846-024-00782-w","Article"
"Individual differences in expertise development over decades in a complex intellectual domain","Memory & Cognition","","37","2","10.3758/MC.37.2.194","Robert w. Howard","2009","http://link.springer.com/article/10.3758/MC.37.2.194","Article"
"Beyond the hype: ‘acceptable futures’ for AI and robotic technologies in healthcare","AI & SOCIETY","","39","4","10.1007/s00146-023-01659-4","Giulia De TogniS. ErikainenS. ChanS. Cunningham-Burley","2024","http://link.springer.com/article/10.1007/s00146-023-01659-4","Article"
"Cognitive skills and literacy performance of Chinese adolescents with and without dyslexia","Reading and Writing","","24","7","10.1007/s11145-010-9227-1","Kevin K. H. ChungConnie S. -H. HoDavid W. ChanSuk-Man TsangSuk-Han Lee","2011","http://link.springer.com/article/10.1007/s11145-010-9227-1","Article"
"2024 Scientific Session of the Society of American Gastrointestinal and Endoscopic Surgeons (SAGES), Cleveland, USA, 17–20 April 2024: Podium","Surgical Endoscopy","","38","1","10.1007/s00464-024-10892-x","","2024","http://link.springer.com/article/10.1007/s00464-024-10892-x","Article"
"An empirical study of the effects of intelligent cognitive diagnostic feedback strategy on L2 writing performance, epistemic structure, and transferability","Education and Information Technologies","","29","2","10.1007/s10639-023-11905-3","Gang YangWei ZhouHuimin ZhouJiawen LiXiaodong ChenYun-Fang Tu","2024","http://link.springer.com/article/10.1007/s10639-023-11905-3","Article"
"Psychological Coping and Behavioral Adjustment Among Older Adults in Times of COVID-19: Exploring the Protective Role of Working Memory and Habit Propensity","Journal of Adult Development","","29","3","10.1007/s10804-022-09404-9","Lotte P. BrinkhofK. Richard RidderinkhofIrene van de VijverJaap M. J. MurreHarm J. KrugersSanne de Wit","2022","http://link.springer.com/article/10.1007/s10804-022-09404-9","Article"
"Effectiveness of visual and verbal prompts in training visuospatial processing skills in school age children","Instructional Science","","42","6","10.1007/s11251-014-9316-7","Ellahe ChabaniBernhard Hommel","2014","http://link.springer.com/article/10.1007/s11251-014-9316-7","Article"
"A survey of optimization models on cancer chemotherapy treatment planning","Annals of Operations Research","","221","1","10.1007/s10479-011-0869-4","Jinghua ShiOguzhan AlagozFatih Safa ErenayQiang Su","2014","http://link.springer.com/article/10.1007/s10479-011-0869-4","Article"
"More than an Offender Location Tool: Geographic Profiling and Body Deposition Sites","Journal of Police and Criminal Psychology","","38","1","10.1007/s11896-021-09475-6","Victoria BerezowskiDouglas MacGregorJustin EllisIan MoffatXanthé Mallett","2023","http://link.springer.com/article/10.1007/s11896-021-09475-6","Article"
"Novel Sensing Technologies During the Food Drying Process","Food Engineering Reviews","","12","2","10.1007/s12393-020-09215-2","Jing LiZhenfeng LiNing WangG. S. V. RaghavanYongsheng PeiChunfang SongGuanyu Zhu","2020","http://link.springer.com/article/10.1007/s12393-020-09215-2","Article"
"Emotional and Behavioural Difficulties in Preschool","Journal of Child and Family Studies","","24","2","10.1007/s10826-013-9828-9","Maria S. Poulou","2015","http://link.springer.com/article/10.1007/s10826-013-9828-9","Article"
"Confronting Coup Risk in the Latin American Left","Studies in Comparative International Development","","48","4","10.1007/s12116-013-9128-9","Eric R. RittingerMatthew R. Cleary","2013","http://link.springer.com/article/10.1007/s12116-013-9128-9","Article"
"Dual embeddings and metrics for word and relational similarity","Annals of Mathematics and Artificial Intelligence","","88","5 - 6","10.1007/s10472-019-09636-8","Dandan LiDouglas Summers-Stay","2020","http://link.springer.com/article/10.1007/s10472-019-09636-8","Article"
"To Fear Foolishness for the Sake of Wisdom: A Message to Leaders","Journal of Business Ethics","","122","1","10.1007/s10551-013-1752-9","Stephanie T. Solansky","2014","http://link.springer.com/article/10.1007/s10551-013-1752-9","Article"
"Behaviour determines technology","CSI Transactions on ICT","","9","1","10.1007/s40012-020-00324-1","S. V. RaghavanK. Subramanian","2021","http://link.springer.com/article/10.1007/s40012-020-00324-1","Article"
"Rasch model analysis of the Situational Test of Emotional Understanding – brief in a large Portuguese sample","Current Psychology","","41","6","10.1007/s12144-020-00862-6","Carolina da MottaPaula CastilhoMichele T. PatoCélia Barreto Carvalho","2022","http://link.springer.com/article/10.1007/s12144-020-00862-6","Article"
"Postconflict Behavior of Spectacled Leaf Monkeys (Trachypithecus obscurus). II. Contact with Third Parties","International Journal of Primatology","","22","2","10.1023/A:1005675615723","Kate ArnoldRobert A. Barton","2001","http://link.springer.com/article/10.1023/A%3A1005675615723","Article"
"AI + Ethics Curricula for Middle School Youth: Lessons Learned from Three Project-Based Curricula","International Journal of Artificial Intelligence in Education","","33","2","10.1007/s40593-022-00298-y","Randi WilliamsSafinah AliNisha DevasiaDaniella DiPaolaJenna HongStephen P. KaputsosBrian JordanCynthia Breazeal","2023","http://link.springer.com/article/10.1007/s40593-022-00298-y","Article"
"Regulation of Big Data: Perspectives on strategy, policy, law and privacy","Health and Technology","","7","4","10.1007/s12553-017-0190-6","Pompeu CasanovasLouis De KokerDanuta MendelsonDavid Watts","2017","http://link.springer.com/article/10.1007/s12553-017-0190-6","Article"
"Motivational predictors of reading comprehension in middle school: Role of self-efficacy and growth mindsets","Reading and Writing","","34","9","10.1007/s11145-021-10146-5","Eunsoo ChoEun Ha KimUnhee JuGaram A. Lee","2021","http://link.springer.com/article/10.1007/s11145-021-10146-5","Article"
"Empowering Parents and Families Through a Caring Inquiry Approach","Early Childhood Education Journal","","29","1","10.1023/A:1011365024555","Kevin J. SwickDenise Ann Da RosBeverly Ann Kovach","2001","http://link.springer.com/article/10.1023/A%3A1011365024555","Article"
"Peers Influence Prosocial Behavior in Adolescent Males with Autism Spectrum Disorders","Journal of Autism and Developmental Disorders","","47","7","10.1007/s10803-017-3143-z","Jorien Van HoornEric Van DijkEveline A. CroneLex StockmannCarolien Rieffe","2017","http://link.springer.com/article/10.1007/s10803-017-3143-z","Article"
"Achievement is a Relation, Not a Trait: The Gravity of the Situation","Studies in Philosophy and Education","","31","6","10.1007/s11217-012-9311-x","Gail Corrado","2012","http://link.springer.com/article/10.1007/s11217-012-9311-x","Article"
"A case study comparing machine learning with statistical methods for time series forecasting: size matters","Journal of Intelligent Information Systems","","59","2","10.1007/s10844-022-00713-9","Vitor CerqueiraLuis TorgoCarlos Soares","2022","http://link.springer.com/article/10.1007/s10844-022-00713-9","Article"
"The Relationship Between Spirituality Dimensions and Death Anxiety among Iranian Veterans: Partial Least Squares Structural Equation Modeling Approach","Journal of Religion and Health","","60","2","10.1007/s10943-019-00931-6","Saeed Pahlevan SharifHamid Sharif NiaRebecca H. LehtoMaryam MoradbeigiNavaz NaghaviAmir Hossein GoudarzianAmeneh YaghoobzadehRoghieh Nazari","2021","http://link.springer.com/article/10.1007/s10943-019-00931-6","Article"
"A fetus in the world: Physiology, epidemiology, and the making of fetal origins of adult disease","History and Philosophy of the Life Sciences","","45","4","10.1007/s40656-023-00598-z","Tatjana BuklijasSalim Al-Gailani","2023","http://link.springer.com/article/10.1007/s40656-023-00598-z","Article"
"Wrongfulness and Prohibitions","Criminal Law and Philosophy","","8","1","10.1007/s11572-013-9247-4","J. R. EdwardsA. P. Simester","2014","http://link.springer.com/article/10.1007/s11572-013-9247-4","Article"
"Artificial grammar learning in pigeons","Learning & Behavior","","36","2","10.3758/LB.36.2.116","Walter T. HerbransonCharles P. Shimp","2008","http://link.springer.com/article/10.3758/LB.36.2.116","Article"
